channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename,"Tier (1, 2, or 3)"
Khan Academy Computing,Grouping CSS selectors | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=a3mvlBdcELc,11/25/14,2:34,14806,44,5,groupingcssselectorsintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Using multiple CSS classes | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=PZYwZxDcs78,11/25/14,4:12,20701,69,3,usingmultiplecssclassescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS position | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=V0-KK15Bc_g,11/25/14,5:20,23632,82,3,csspositionintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Combining CSS class and element selectors | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=go9d5Ywqx2k,11/25/14,2:08,15546,49,8,combiningcssclassandelementselectorscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS grouping elements | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=KGGF6WZdsns,11/25/14,4:14,28059,67,7,cssgroupingelementsintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS inheritance | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=PhyF-HdbV8M,11/25/14,1:22,19218,61,0,cssinheritanceintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,"CSS width, height, and overflow | Computer Programming | Khan Academy",https://www.youtube.com/watch?v=Xhta9NIqG0o,11/25/14,3:55,24396,81,2,csswidthheightandoverflowcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS box model | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=g3jMAW7k7TE,11/25/14,5:56,24230,76,7,cssboxmodelintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,More CSS text properties | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=pSyjy3HctSM,11/21/14,2:35,19077,42,2,morecsstextpropertiesintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS font styles and shorthand | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=Jm_nbl55rWE,11/21/14,1:56,22077,47,2,cssfontstylesandshorthandcomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS font-size property | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=gc1O5v1Zhyo,11/21/14,3:00,22879,68,2,cssfontsizepropertyintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS font-family property | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=6kylHlh-1k4,11/21/14,3:49,32473,73,5,cssfontfamilypropertyintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,HTML links | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=prG3mvho3tU,11/21/14,4:57,61829,162,13,htmllinksintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,HTML comments | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=q3kVcOTWsC0,11/21/14,2:30,26288,76,9,htmlcommentsintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,HTML tables | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=UL3Gvq2zOLs,11/21/14,4:36,40486,138,12,htmltablesintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,HTML internal links | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=c62_yTwex9E,11/21/14,2:19,40580,87,7,htmlinternallinksintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,CSS: Selecting by class | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=xiGguPT09sQ,11/21/14,4:00,61659,166,9,cssselectingbyclassintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
